NIF,Postal Code_x,Occupation,Marital Status,Date of Birth,Education Status,Chlamydia,Gonorrhea,Syphilis,Postal Code_y,Earnings
719351122,2603,Machine-op-inspct,Married-civ-spouse,20/06/1961,9,False,False,False,2603,<=50K
700851804,2017,Craft-repair,Married-civ-spouse,13/12/2003,7,False,False,False,2017,<=50K
700851804,2017,Craft-repair,Married-civ-spouse,22/01/1955,9,True,False,False,2017,>50K
700851804,2017,Craft-repair,Married-civ-spouse,28/02/1967,9,False,False,False,2017,>50K
868707093,1357,Other-service,Separated,11/03/1978,11,False,False,False,1357,<=50K
868707093,1357,Other-service,Separated,14/06/1998,9,False,False,False,1357,<=50K
868707093,1357,Other-service,Separated,22/12/1959,7,False,False,False,1357,<=50K
868707093,1357,Other-service,Separated,24/01/1975,9,False,False,False,1357,<=50K
868707093,1357,Other-service,Separated,08/12/1980,10,False,False,False,1357,<=50K
730940323,1482,,Married-spouse-absent,31/12/1966,9,False,False,False,1482,<=50K
730940323,1482,,Married-spouse-absent,17/08/1996,1,True,False,False,1482,<=50K
730940323,1482,,Married-spouse-absent,12/05/1972,14,False,False,False,1482,<=50K
768123169,1222,Exec-managerial,Divorced,11/07/1967,9,False,False,False,1222,<=50K
768123169,1222,Exec-managerial,Divorced,24/07/1998,10,False,False,False,1222,>50K
768123169,1222,Exec-managerial,Divorced,28/05/1991,11,False,False,False,1222,<=50K
768123169,1222,Exec-managerial,Divorced,28/05/1959,10,False,False,False,1222,>50K
865701272,1962,Handlers-cleaners,Married-civ-spouse,08/02/1953,13,True,False,False,1962,>50K
865701272,1962,Handlers-cleaners,Married-civ-spouse,04/03/1961,9,False,False,False,1962,<=50K
856605966,1104,Other-service,Never-married,09/08/2002,9,False,False,False,1104,<=50K
856605966,1104,Other-service,Never-married,09/09/1981,10,False,False,False,1104,<=50K
856605966,1104,Other-service,Never-married,05/11/1970,10,False,False,False,1104,<=50K
856605966,1104,Other-service,Never-married,19/06/1978,9,False,False,False,1104,<=50K
856605966,1104,Other-service,Never-married,08/10/1969,7,False,False,False,1104,<=50K
854832920,1376,Priv-house-serv,Never-married,15/02/1965,10,False,False,False,1376,<=50K
927621284,2463,Other-service,Never-married,20/04/2007,9,True,False,False,2463,<=50K
927621284,2463,Other-service,Never-married,31/03/2000,9,False,False,False,2463,<=50K
927621284,2463,Other-service,Never-married,30/05/1964,8,False,False,False,2463,<=50K
993261082,1589,Exec-managerial,Married-civ-spouse,26/04/1993,14,True,False,False,1589,>50K
777165001,2556,Craft-repair,Never-married,18/07/1978,9,False,False,False,2556,<=50K
777165001,2556,Craft-repair,Never-married,19/08/2012,9,False,False,False,2556,<=50K
963645125,2778,Craft-repair,Never-married,10/09/1961,7,False,False,False,2778,<=50K
963645125,2778,Craft-repair,Never-married,25/05/1982,9,False,False,False,2778,>50K
963645125,2778,Craft-repair,Never-married,30/06/1963,9,False,False,False,2778,<=50K
963645125,2778,Craft-repair,Never-married,10/06/1992,9,False,False,False,2778,>50K
963645125,2778,Craft-repair,Never-married,30/11/1969,9,False,False,False,2778,<=50K
943229325,2755,Adm-clerical,Never-married,11/10/1974,9,False,False,False,2755,<=50K
943229325,2755,Adm-clerical,Never-married,29/01/1969,9,False,False,False,2755,<=50K
943229325,2755,Adm-clerical,Never-married,14/01/1983,13,False,False,False,2755,<=50K
943229325,2755,Adm-clerical,Never-married,10/11/1956,9,False,False,False,2755,<=50K
937593271,2407,Sales,Married-civ-spouse,03/09/1986,9,False,False,False,2407,<=50K
937593271,2407,Sales,Married-civ-spouse,04/06/2012,10,False,False,False,2407,<=50K
937593271,2407,Sales,Married-civ-spouse,21/07/1996,9,False,False,False,2407,<=50K
937593271,2407,Sales,Married-civ-spouse,25/01/1991,13,False,False,False,2407,>50K
760083958,1215,Prof-specialty,Never-married,12/12/2005,14,False,False,False,1215,<=50K
894708998,2222,Adm-clerical,Never-married,06/11/1968,10,True,False,False,2222,<=50K
894708998,2222,Adm-clerical,Never-married,01/12/1984,10,False,False,False,2222,<=50K
894708998,2222,Adm-clerical,Never-married,07/10/2003,9,False,False,False,2222,>50K
773089357,1741,,Married-civ-spouse,22/11/1992,9,False,True,False,1741,<=50K
773089357,1741,,Married-civ-spouse,15/01/1991,9,False,False,False,1741,<=50K
773089357,1741,,Married-civ-spouse,25/08/1991,10,False,False,False,1741,<=50K
715497039,1558,,Never-married,17/03/1970,9,False,False,False,1558,<=50K
715497039,1558,,Never-married,01/12/1968,10,False,False,False,1558,<=50K
905459306,2467,Craft-repair,Never-married,23/11/1972,10,False,False,False,2467,>50K
905459306,2467,Craft-repair,Never-married,26/01/1958,9,False,False,False,2467,<=50K
905459306,2467,Craft-repair,Never-married,18/03/2012,13,False,False,False,2467,<=50K
905459306,2467,Craft-repair,Never-married,15/08/1968,10,False,False,False,2467,<=50K
905459306,2467,Craft-repair,Never-married,15/08/1968,10,False,False,False,2467,<=50K
905459306,2467,Craft-repair,Never-married,06/03/1992,10,False,False,False,2467,<=50K
905459306,2467,Craft-repair,Never-married,10/05/1971,10,False,False,False,2467,<=50K
979286143,1923,Prof-specialty,Never-married,08/03/1976,14,False,False,False,1923,<=50K
979286143,1923,Prof-specialty,Never-married,25/07/2011,16,False,False,False,1923,>50K
976111975,1687,Craft-repair,Married-civ-spouse,04/09/1965,9,False,False,False,1687,<=50K
976111975,1687,Craft-repair,Married-civ-spouse,28/05/1980,9,False,False,False,1687,<=50K
976111975,1687,Craft-repair,Married-civ-spouse,04/02/1979,5,False,False,False,1687,<=50K
976111975,1687,Craft-repair,Married-civ-spouse,17/03/1986,9,False,False,False,1687,<=50K
769888508,2113,Exec-managerial,Married-civ-spouse,10/06/1993,13,False,False,False,2113,>50K
769888508,2113,Exec-managerial,Married-civ-spouse,11/04/1965,13,False,False,False,2113,<=50K
769888508,2113,Exec-managerial,Married-civ-spouse,27/02/1993,12,False,False,False,2113,<=50K
769888508,2113,Exec-managerial,Married-civ-spouse,30/01/1969,9,False,False,False,2113,>50K
717140365,2495,Farming-fishing,Married-spouse-absent,29/03/1972,12,True,False,False,2495,<=50K
768692442,2233,Craft-repair,Divorced,15/01/1993,9,False,False,False,2233,>50K
768692442,2233,Craft-repair,Divorced,27/04/1959,9,False,False,False,2233,>50K
768692442,2233,Craft-repair,Divorced,07/04/1997,10,False,False,False,2233,>50K
768692442,2233,Craft-repair,Divorced,27/12/1974,9,False,False,False,2233,<=50K
757401454,1452,Sales,Divorced,26/09/1956,7,False,False,False,1452,<=50K
757401454,1452,Sales,Divorced,05/11/2002,11,False,True,False,1452,<=50K
757401454,1452,Sales,Divorced,23/01/1973,10,False,False,False,1452,<=50K
828887320,2434,Prof-specialty,Married-civ-spouse,10/04/2011,13,False,False,False,2434,<=50K
828887320,2434,Prof-specialty,Married-civ-spouse,10/04/2011,13,False,False,False,2434,<=50K
828887320,2434,Prof-specialty,Married-civ-spouse,29/10/1954,10,False,False,False,2434,>50K
897203882,1466,Handlers-cleaners,Never-married,08/12/2000,3,False,False,False,1466,<=50K
756889905,2611,Sales,Divorced,09/04/1951,9,False,False,False,2611,<=50K
756889905,2611,Sales,Divorced,29/12/1999,9,False,False,False,2611,<=50K
756889905,2611,Sales,Divorced,29/12/1999,9,False,False,False,2611,<=50K
756889905,2611,Sales,Divorced,01/08/2002,8,False,False,False,2611,>50K
756889905,2611,Sales,Divorced,01/10/2009,13,False,False,False,2611,<=50K
756889905,2611,Sales,Divorced,18/03/1951,9,False,False,False,2611,>50K
903863086,1432,Tech-support,Never-married,13/08/2003,10,True,False,False,1432,<=50K
903863086,1432,Tech-support,Never-married,04/04/1956,14,False,False,False,1432,<=50K
967464530,1132,Machine-op-inspct,Married-civ-spouse,14/11/1976,6,False,True,False,1132,<=50K
967464530,1132,Machine-op-inspct,Married-civ-spouse,27/06/2010,10,False,False,False,1132,>50K
944964086,2584,Adm-clerical,Married-civ-spouse,24/01/1982,9,False,False,False,2584,<=50K
944964086,2584,Adm-clerical,Married-civ-spouse,19/01/2009,10,False,False,False,2584,>50K
944964086,2584,Adm-clerical,Married-civ-spouse,08/12/1966,12,False,True,False,2584,>50K
944964086,2584,Adm-clerical,Married-civ-spouse,15/10/1964,9,False,False,False,2584,<=50K
993027307,2579,,Widowed,25/01/1989,6,False,False,False,2579,<=50K
882652273,1636,Adm-clerical,Never-married,05/05/1954,13,False,False,False,1636,>50K
882652273,1636,Adm-clerical,Never-married,22/12/1961,12,False,False,False,1636,<=50K
882652273,1636,Adm-clerical,Never-married,15/04/1977,9,False,False,False,1636,<=50K
882652273,1636,Adm-clerical,Never-married,02/12/1952,13,False,False,False,1636,<=50K
782191331,1749,Other-service,Married-civ-spouse,25/03/1974,13,False,False,False,1749,<=50K
782191331,1749,Other-service,Married-civ-spouse,24/01/1964,7,False,False,False,1749,<=50K
712857111,1890,Handlers-cleaners,Never-married,02/04/1966,9,True,False,False,1890,<=50K
780923202,1064,,Never-married,10/01/1993,13,False,False,False,1064,<=50K
780923202,1064,,Never-married,09/12/2011,4,False,False,False,1064,<=50K
780923202,1064,,Never-married,15/08/1982,9,False,False,False,1064,<=50K
734705541,2265,Exec-managerial,Married-civ-spouse,09/12/1969,13,False,False,False,2265,>50K
876547948,1710,Exec-managerial,Married-civ-spouse,19/08/2002,13,False,True,False,1710,>50K
876547948,1710,Exec-managerial,Married-civ-spouse,15/12/1998,9,False,False,False,1710,<=50K
876547948,1710,Exec-managerial,Married-civ-spouse,16/04/1993,13,False,False,False,1710,>50K
834583414,1391,Exec-managerial,Married-civ-spouse,22/01/1961,10,False,False,False,1391,<=50K
834583414,1391,Exec-managerial,Married-civ-spouse,13/04/1989,13,False,False,False,1391,>50K
834583414,1391,Exec-managerial,Married-civ-spouse,13/08/1964,14,False,False,False,1391,>50K
721746030,2472,Farming-fishing,Separated,09/11/1969,6,False,False,False,2472,<=50K
844213157,1193,,Married-civ-spouse,10/01/1956,10,False,False,False,1193,<=50K
844213157,1193,,Married-civ-spouse,20/09/1999,7,False,False,False,1193,<=50K
788817316,1535,Machine-op-inspct,Never-married,02/05/1952,9,False,False,True,1535,<=50K
788817316,1535,Machine-op-inspct,Never-married,02/05/1952,9,False,False,True,1535,>50K
788817316,1535,Machine-op-inspct,Never-married,18/09/1998,9,False,False,False,1535,<=50K
788817316,1535,Machine-op-inspct,Never-married,25/05/1957,5,False,False,False,1535,<=50K
887005941,1452,Adm-clerical,Never-married,28/07/1970,12,False,False,False,1452,>50K
986920652,2018,Sales,Never-married,23/08/1993,9,False,False,False,2018,<=50K
986920652,2018,Sales,Never-married,10/02/1996,10,False,False,False,2018,<=50K
986920652,2018,Sales,Never-married,10/02/1996,10,False,False,False,2018,>50K
986920652,2018,Sales,Never-married,29/06/2008,9,False,False,False,2018,<=50K
986920652,2018,Sales,Never-married,30/10/1997,9,False,False,False,2018,<=50K
986920652,2018,Sales,Never-married,11/05/1953,12,False,False,False,2018,<=50K
832483949,1051,Handlers-cleaners,Married-civ-spouse,21/05/1979,13,False,False,False,1051,>50K
825551905,1845,Transport-moving,Never-married,05/04/2006,9,False,False,False,1845,>50K
825551905,1845,Transport-moving,Never-married,26/09/1966,9,False,False,False,1845,<=50K
850504764,2614,Prof-specialty,Divorced,06/10/2008,14,False,False,False,2614,<=50K
850504764,2614,Prof-specialty,Divorced,18/09/1974,13,False,False,False,2614,>50K
850504764,2614,Prof-specialty,Divorced,27/02/1976,14,False,False,False,2614,>50K
966857636,1680,Exec-managerial,Married-civ-spouse,20/06/2005,10,False,False,False,1680,<=50K
966857636,1680,Exec-managerial,Married-civ-spouse,10/05/1975,13,False,False,False,1680,>50K
935845135,1263,Exec-managerial,Never-married,17/07/2006,9,False,False,False,1263,<=50K
935845135,1263,Exec-managerial,Never-married,16/11/1975,10,False,False,False,1263,<=50K
935845135,1263,Exec-managerial,Never-married,13/01/2012,9,False,False,False,1263,>50K
935845135,1263,Exec-managerial,Never-married,31/05/1971,12,False,False,False,1263,<=50K
803983819,2057,Machine-op-inspct,Never-married,23/11/1955,9,False,False,False,2057,>50K
756410448,2315,Sales,Married-civ-spouse,05/12/1967,10,False,False,False,2315,<=50K
786683845,1568,Exec-managerial,Married-civ-spouse,09/12/1973,13,True,False,False,1568,>50K
786683845,1568,Exec-managerial,Married-civ-spouse,01/10/1961,9,False,False,False,1568,<=50K
843344007,1416,Craft-repair,Divorced,08/07/1963,5,False,False,False,1416,<=50K
843344007,1416,Craft-repair,Divorced,09/12/2000,9,False,False,False,1416,<=50K
896895935,1837,Tech-support,Never-married,23/08/1978,13,False,False,False,1837,>50K
859968386,2737,Prof-specialty,Never-married,01/08/2008,10,False,False,False,2737,<=50K
859968386,2737,Prof-specialty,Never-married,17/08/1986,10,False,False,False,2737,<=50K
812692084,2139,,Married-civ-spouse,18/08/1951,9,False,False,False,2139,<=50K
747118852,2426,Sales,Never-married,05/11/1972,9,False,False,False,2426,<=50K
747118852,2426,Sales,Never-married,29/09/2001,10,False,False,False,2426,<=50K
747118852,2426,Sales,Never-married,29/09/2001,10,False,False,False,2426,<=50K
747118852,2426,Sales,Never-married,07/11/2000,10,False,False,False,2426,>50K
747118852,2426,Sales,Never-married,10/02/1996,10,False,False,False,2426,<=50K
747118852,2426,Sales,Never-married,10/02/1996,10,False,False,False,2426,>50K
747118852,2426,Sales,Never-married,30/03/1957,10,False,False,False,2426,>50K
979833064,2104,Prof-specialty,Never-married,04/11/1968,10,False,False,False,2104,<=50K
979833064,2104,Prof-specialty,Never-married,17/07/1977,12,False,True,False,2104,<=50K
979833064,2104,Prof-specialty,Never-married,27/05/1966,14,False,False,False,2104,>50K
979833064,2104,Prof-specialty,Never-married,22/03/1996,13,False,False,False,2104,<=50K
979833064,2104,Prof-specialty,Never-married,02/02/1973,10,False,False,False,2104,>50K
981526653,1752,Craft-repair,Married-civ-spouse,16/10/1980,10,False,False,False,1752,<=50K
867831597,2381,Sales,Married-civ-spouse,17/09/1950,13,False,False,False,2381,>50K
867831597,2381,Sales,Married-civ-spouse,22/06/1968,9,False,False,False,2381,>50K
964243204,1739,,Never-married,15/09/1963,9,False,False,False,1739,<=50K
885028154,2739,Adm-clerical,Divorced,08/10/1965,11,False,False,False,2739,<=50K
885028154,2739,Adm-clerical,Divorced,25/07/1992,10,False,False,False,2739,<=50K
885028154,2739,Adm-clerical,Divorced,12/07/2003,9,False,False,False,2739,>50K
816565475,1434,Sales,Widowed,16/04/1992,10,False,False,False,1434,<=50K
816565475,1434,Sales,Widowed,16/04/1992,10,False,False,False,1434,<=50K
816565475,1434,Sales,Widowed,21/09/1967,11,False,False,False,1434,>50K
941732327,2747,Exec-managerial,Divorced,18/11/2002,10,False,True,False,2747,<=50K
941732327,2747,Exec-managerial,Divorced,31/01/1951,13,False,False,False,2747,<=50K
849230097,2746,Exec-managerial,Married-civ-spouse,30/05/1976,10,False,False,False,2746,<=50K
849230097,2746,Exec-managerial,Married-civ-spouse,10/08/2003,10,False,False,False,2746,<=50K
849230097,2746,Exec-managerial,Married-civ-spouse,31/07/1975,10,False,False,False,2746,>50K
930186472,1414,Craft-repair,Married-civ-spouse,07/02/1962,11,False,False,False,1414,<=50K
789669434,2182,Adm-clerical,Divorced,05/03/1980,7,False,True,False,2182,<=50K
789669434,2182,Adm-clerical,Divorced,11/03/2004,9,False,False,False,2182,<=50K
701401031,1270,Craft-repair,Married-civ-spouse,25/03/1959,11,False,False,False,1270,<=50K
701401031,1270,Craft-repair,Married-civ-spouse,14/08/2009,9,False,False,False,1270,<=50K
701401031,1270,Craft-repair,Married-civ-spouse,06/04/1996,11,False,False,False,1270,<=50K
701401031,1270,Craft-repair,Married-civ-spouse,19/08/1962,9,False,False,False,1270,<=50K
898897073,2311,Exec-managerial,Divorced,26/09/2009,13,True,False,False,2311,<=50K
898897073,2311,Exec-managerial,Divorced,17/07/1975,9,False,False,False,2311,>50K
898897073,2311,Exec-managerial,Divorced,18/08/1972,14,False,False,False,2311,<=50K
815963265,1682,Prof-specialty,Married-civ-spouse,06/01/1988,13,False,False,False,1682,<=50K
815963265,1682,Prof-specialty,Married-civ-spouse,25/11/1972,13,False,False,False,1682,<=50K
815963265,1682,Prof-specialty,Married-civ-spouse,28/07/1957,16,False,False,False,1682,>50K
974540688,1173,Adm-clerical,Divorced,23/09/1959,9,False,False,False,1173,<=50K
777641189,1220,Craft-repair,Married-civ-spouse,27/10/2004,13,True,False,False,1220,<=50K
777641189,1220,Craft-repair,Married-civ-spouse,25/05/2008,9,False,False,False,1220,<=50K
777641189,1220,Craft-repair,Married-civ-spouse,01/07/1955,9,False,False,False,1220,>50K
777641189,1220,Craft-repair,Married-civ-spouse,23/03/1988,10,False,False,False,1220,<=50K
777641189,1220,Craft-repair,Married-civ-spouse,10/11/1971,10,False,False,False,1220,>50K
979731081,1973,Transport-moving,Married-civ-spouse,10/08/1951,10,False,False,False,1973,<=50K
979731081,1973,Transport-moving,Married-civ-spouse,14/04/1984,9,False,False,False,1973,>50K
876999764,1041,Exec-managerial,Married-civ-spouse,11/06/2011,13,False,False,False,1041,<=50K
876999764,1041,Exec-managerial,Married-civ-spouse,21/06/1993,9,False,True,False,1041,>50K
876999764,1041,Exec-managerial,Married-civ-spouse,23/01/1995,9,False,False,False,1041,>50K
876999764,1041,Exec-managerial,Married-civ-spouse,26/06/1970,13,False,False,False,1041,>50K
704779049,1957,Tech-support,Never-married,31/03/1967,10,True,False,False,1957,<=50K
782664161,1526,Handlers-cleaners,Divorced,10/08/2001,9,False,False,False,1526,<=50K
941151323,2118,Prof-specialty,Married-civ-spouse,26/08/1964,11,False,False,False,2118,>50K
941151323,2118,Prof-specialty,Married-civ-spouse,29/06/2009,10,False,False,False,2118,<=50K
941151323,2118,Prof-specialty,Married-civ-spouse,07/05/1977,13,False,False,False,2118,<=50K
925704023,2568,Protective-serv,Married-civ-spouse,11/08/1978,13,False,False,False,2568,>50K
925704023,2568,Protective-serv,Married-civ-spouse,13/02/1984,11,False,False,False,2568,<=50K
925704023,2568,Protective-serv,Married-civ-spouse,05/04/1974,10,False,False,False,2568,<=50K
811866760,1364,Handlers-cleaners,Never-married,21/04/1981,7,False,False,False,1364,<=50K
811866760,1364,Handlers-cleaners,Never-married,25/01/2000,9,False,False,False,1364,<=50K
838455758,2212,Sales,Never-married,10/02/1958,14,False,False,False,2212,<=50K
838455758,2212,Sales,Never-married,04/06/1952,2,False,False,False,2212,<=50K
800083550,2359,Machine-op-inspct,Married-civ-spouse,17/09/1965,9,True,False,False,2359,>50K
792227781,1087,Exec-managerial,Divorced,10/09/1975,13,False,False,False,1087,>50K
792227781,1087,Exec-managerial,Divorced,04/10/2003,14,False,False,False,1087,>50K
792227781,1087,Exec-managerial,Divorced,20/11/1978,9,False,False,False,1087,>50K
792227781,1087,Exec-managerial,Divorced,10/10/1987,9,False,False,False,1087,>50K
897501904,1512,Craft-repair,Married-civ-spouse,04/08/1980,9,True,False,False,1512,<=50K
897501904,1512,Craft-repair,Married-civ-spouse,30/10/2010,8,False,False,False,1512,>50K
897501904,1512,Craft-repair,Married-civ-spouse,21/05/1964,8,False,False,False,1512,<=50K
897501904,1512,Craft-repair,Married-civ-spouse,01/12/2007,9,False,False,False,1512,>50K
897501904,1512,Craft-repair,Married-civ-spouse,10/06/1997,15,False,False,False,1512,<=50K
889372266,2719,Other-service,Divorced,14/08/1994,10,False,False,False,2719,<=50K
794495073,1175,Craft-repair,Married-civ-spouse,17/04/1984,9,False,False,False,1175,<=50K
794495073,1175,Craft-repair,Married-civ-spouse,01/02/2005,10,False,False,False,1175,<=50K
794495073,1175,Craft-repair,Married-civ-spouse,19/08/1998,10,False,False,False,1175,>50K
958966401,1057,Other-service,Married-civ-spouse,30/10/1975,9,False,False,False,1057,<=50K
958966401,1057,Other-service,Married-civ-spouse,19/04/2010,12,False,False,False,1057,<=50K
958966401,1057,Other-service,Married-civ-spouse,11/12/2000,6,False,False,False,1057,<=50K
958966401,1057,Other-service,Married-civ-spouse,28/12/2007,10,False,False,False,1057,<=50K
931096694,1686,Prof-specialty,Never-married,23/08/1964,13,False,False,False,1686,<=50K
931096694,1686,Prof-specialty,Never-married,20/06/2005,10,False,False,False,1686,<=50K
931096694,1686,Prof-specialty,Never-married,09/12/1956,15,False,False,False,1686,>50K
924536443,1407,Handlers-cleaners,Never-married,16/01/1976,7,False,False,False,1407,<=50K
746394196,1409,Farming-fishing,Married-civ-spouse,08/06/1955,4,False,False,False,1409,<=50K
746394196,1409,Farming-fishing,Married-civ-spouse,15/10/1979,13,False,False,False,1409,<=50K
740531437,1186,Craft-repair,Married-civ-spouse,27/10/1974,2,False,False,False,1186,<=50K
740531437,1186,Craft-repair,Married-civ-spouse,22/11/2008,10,False,False,False,1186,<=50K
740531437,1186,Craft-repair,Married-civ-spouse,26/07/1968,9,False,False,False,1186,<=50K
740531437,1186,Craft-repair,Married-civ-spouse,26/07/1968,9,False,False,False,1186,<=50K
740531437,1186,Craft-repair,Married-civ-spouse,03/12/1990,13,False,False,False,1186,>50K
872852396,2213,Adm-clerical,Never-married,02/12/2000,10,False,False,False,2213,>50K
872852396,2213,Adm-clerical,Never-married,11/03/1961,9,False,False,False,2213,<=50K
844874570,1189,Handlers-cleaners,Never-married,16/01/1990,13,False,False,False,1189,<=50K
844874570,1189,Handlers-cleaners,Never-married,03/04/1987,9,False,False,False,1189,<=50K
844874570,1189,Handlers-cleaners,Never-married,27/04/1979,7,False,False,False,1189,<=50K
849877233,1018,,Widowed,02/11/1953,9,False,False,False,1018,<=50K
849877233,1018,,Widowed,03/09/1999,9,False,False,False,1018,<=50K
849877233,1018,,Widowed,05/02/1970,5,False,False,False,1018,<=50K
718093690,1196,Other-service,Never-married,04/03/1998,7,True,False,False,1196,<=50K
971234215,1929,Adm-clerical,Divorced,03/11/1962,10,False,False,False,1929,<=50K
971234215,1929,Adm-clerical,Divorced,02/02/2006,12,False,False,False,1929,<=50K
971234215,1929,Adm-clerical,Divorced,24/05/1980,10,False,False,False,1929,>50K
811506833,1743,Farming-fishing,Widowed,07/09/1967,7,False,False,False,1743,<=50K
811506833,1743,Farming-fishing,Widowed,10/05/1955,10,False,False,False,1743,<=50K
811506833,1743,Farming-fishing,Widowed,27/12/1963,13,False,False,False,1743,<=50K
720894718,2010,,Married-civ-spouse,24/08/1968,1,False,False,False,2010,<=50K
966681135,2596,Adm-clerical,Married-civ-spouse,04/03/1958,10,False,False,False,2596,<=50K
966681135,2596,Adm-clerical,Married-civ-spouse,08/05/1995,10,False,False,False,2596,<=50K
966681135,2596,Adm-clerical,Married-civ-spouse,13/12/1984,9,False,False,False,2596,>50K
966681135,2596,Adm-clerical,Married-civ-spouse,13/06/1987,11,False,False,False,2596,<=50K
957953929,1253,Adm-clerical,Divorced,28/07/2004,10,False,False,False,1253,<=50K
957953929,1253,Adm-clerical,Divorced,05/02/1973,9,False,False,False,1253,<=50K
775275053,1076,Prof-specialty,Married-civ-spouse,12/04/2008,9,False,False,False,1076,>50K
775275053,1076,Prof-specialty,Married-civ-spouse,19/06/1962,15,False,False,False,1076,<=50K
775275053,1076,Prof-specialty,Married-civ-spouse,29/09/1962,12,False,False,False,1076,>50K
775275053,1076,Prof-specialty,Married-civ-spouse,22/07/1958,13,False,False,False,1076,>50K
711931901,2384,Exec-managerial,Never-married,13/04/1965,9,False,False,False,2384,<=50K
711931901,2384,Exec-managerial,Never-married,21/11/2004,14,False,False,False,2384,>50K
711931901,2384,Exec-managerial,Never-married,07/01/1953,14,False,False,False,2384,<=50K
711931901,2384,Exec-managerial,Never-married,04/06/1968,10,False,False,False,2384,>50K
711931901,2384,Exec-managerial,Never-married,02/03/1968,11,False,False,False,2384,<=50K
982688067,2308,Protective-serv,Married-civ-spouse,05/07/1988,12,True,False,False,2308,>50K
941670839,1424,Other-service,Married-civ-spouse,30/09/1990,9,False,False,False,1424,<=50K
778894223,1014,,Never-married,27/10/2006,9,False,False,False,1014,<=50K
778894223,1014,,Never-married,21/11/1969,10,False,False,False,1014,<=50K
702772019,2393,Prof-specialty,Married-civ-spouse,02/06/1973,14,True,False,False,2393,>50K
702772019,2393,Prof-specialty,Married-civ-spouse,15/09/1981,13,False,False,False,2393,<=50K
702772019,2393,Prof-specialty,Married-civ-spouse,05/03/2009,13,False,False,False,2393,>50K
788929386,1541,Transport-moving,Married-civ-spouse,01/10/2007,9,False,False,False,1541,<=50K
788929386,1541,Transport-moving,Married-civ-spouse,10/05/1960,9,False,False,False,1541,<=50K
744563488,1447,Machine-op-inspct,Married-spouse-absent,02/04/1961,9,False,False,False,1447,<=50K
810248613,2037,Machine-op-inspct,Married-civ-spouse,09/05/2008,4,True,False,False,2037,<=50K
810248613,2037,Machine-op-inspct,Married-civ-spouse,01/08/1954,9,False,False,False,2037,<=50K
919268465,2455,Exec-managerial,Married-civ-spouse,19/11/1966,14,False,False,False,2455,>50K
919268465,2455,Exec-managerial,Married-civ-spouse,30/11/1998,10,False,False,False,2455,<=50K
919268465,2455,Exec-managerial,Married-civ-spouse,23/08/1993,10,False,False,False,2455,<=50K
919268465,2455,Exec-managerial,Married-civ-spouse,06/02/1959,13,False,False,False,2455,>50K
730417967,1850,Adm-clerical,Separated,13/10/1963,9,False,False,False,1850,<=50K
730417967,1850,Adm-clerical,Separated,31/07/1990,9,False,False,False,1850,<=50K
958157371,2682,Other-service,Never-married,02/06/2003,9,False,False,False,2682,<=50K
767032517,2600,Handlers-cleaners,Married-civ-spouse,16/12/1964,9,False,True,False,2600,>50K
723245022,2582,Adm-clerical,Married-civ-spouse,12/02/2005,9,False,False,False,2582,<=50K
723245022,2582,Adm-clerical,Married-civ-spouse,26/10/1985,10,False,False,False,2582,>50K
723245022,2582,Adm-clerical,Married-civ-spouse,27/09/1985,10,False,False,False,2582,<=50K
867245864,2265,Prof-specialty,Married-civ-spouse,13/07/1953,14,True,False,False,2265,>50K
867245864,2265,Prof-specialty,Married-civ-spouse,19/05/1997,15,False,False,False,2265,>50K
867245864,2265,Prof-specialty,Married-civ-spouse,20/08/1951,11,False,False,False,2265,<=50K
867245864,2265,Prof-specialty,Married-civ-spouse,13/03/1984,13,False,False,False,2265,<=50K
755011698,2559,Adm-clerical,Married-civ-spouse,11/04/1977,13,False,False,False,2559,>50K
755011698,2559,Adm-clerical,Married-civ-spouse,30/01/2008,10,False,False,False,2559,<=50K
755011698,2559,Adm-clerical,Married-civ-spouse,03/01/1978,13,False,False,False,2559,<=50K
793145950,2435,Adm-clerical,Never-married,19/07/2010,10,False,False,False,2435,<=50K
793145950,2435,Adm-clerical,Never-married,19/07/2010,10,False,False,False,2435,<=50K
793145950,2435,Adm-clerical,Never-married,05/03/1960,10,True,False,False,2435,<=50K
793145950,2435,Adm-clerical,Never-married,22/03/1965,9,False,False,False,2435,<=50K
914609322,2436,Tech-support,Married-civ-spouse,04/02/1983,13,False,False,False,2436,>50K
943689830,2174,Farming-fishing,Married-civ-spouse,24/05/1957,4,False,False,False,2174,>50K
940801161,2336,Other-service,Never-married,13/02/2006,9,False,False,False,2336,<=50K
940801161,2336,Other-service,Never-married,17/05/1982,9,False,False,False,2336,<=50K
771575271,2166,Craft-repair,Married-civ-spouse,18/04/1960,9,True,False,False,2166,<=50K
771575271,2166,Craft-repair,Married-civ-spouse,18/04/1960,9,True,False,False,2166,<=50K
771575271,2166,Craft-repair,Married-civ-spouse,05/06/2009,9,False,False,False,2166,<=50K
771575271,2166,Craft-repair,Married-civ-spouse,05/06/2009,9,False,False,False,2166,>50K
771575271,2166,Craft-repair,Married-civ-spouse,18/10/1955,13,False,False,False,2166,>50K
885613707,2614,Adm-clerical,Married-civ-spouse,28/11/1982,10,False,False,False,2614,<=50K
885613707,2614,Adm-clerical,Married-civ-spouse,28/11/1982,10,False,False,False,2614,<=50K
